name,pro,address,year,taoshu,price
长潭佳园,雨花小区,(雨花跳马)时代阳光大道513号,暂无信息 ,3,5380
稀土研究院宿舍,雨花小区,(雨花树木岭)圭塘路41号,1998年建成 ,0,6193
曙光妹子山社区,雨花小区,"(雨花桂花村)妹子山巷17号, 妹子山巷82号",1975年建成 ,0,6409
通程物流小区,雨花小区,(雨花韶山南路)韶山南路29号,暂无信息 ,2,6491
洞井商贸城,雨花小区,(雨花汽车南站)中意一路683号,暂无信息 ,1,6551
枫景园,雨花小区,(雨花汽车南站)中意一路826号,2008年建成 ,0,6610
信和苑二区,雨花小区,(雨花韶山南路)韶山南路井圭路120号,2004年建成 ,5,6636
振业小区,雨花小区,(雨花桂花村)车站南路丹桂巷54号,暂无信息 ,0,6715
公交园小区,雨花小区,(雨花东塘)劳动中路109号,1998年建成 ,0,6796
山水庭院西区,雨花小区,(雨花井湾子)井湾路618号,2007年建成 ,0,6848
景湾小区东区,雨花小区,(雨花喜盈门)井湾路727号,2007年建成 ,3,6851
工贸学校宿舍楼,雨花小区,(雨花树木岭)树木岭路57号,暂无信息 ,0,6858
高桥皮具城,雨花小区,(雨花高桥)高桥大市场一街118号,2000年建成 ,5,6890
高升家园B区,雨花小区,(雨花德思勤)湘府中路33号,暂无信息 ,1,7001
大为农博嘉园,雨花小区,(雨花德思勤)杉木冲东路260号,暂无信息 ,1,7005
华隆公寓,雨花小区,(雨花高桥)东二环路698号,2001年建成 ,4,7007
红星农博住宅小区,雨花小区,(雨花德思勤)红星美凯龙旺坤家园对面,暂无信息 ,4,7013
正圆巷社区,雨花小区,(雨花树木岭)正圆巷48号附近,暂无信息 ,0,7015
鑫宇翠庭,雨花小区,(雨花雨花亭)雨花路9号,2001年建成 ,1,7083
维一宿舍,雨花小区,(雨花雨花亭)王家冲路附7号,2006年建成 ,0,7090
融城花苑,雨花小区,(雨花井湾子)井湾路528号,2003年建成 ,7,7104
物华大院,雨花小区,(雨花窑岭)曙光中路8号,1993年建成 ,0,7126
天韵家园,雨花小区,(雨花左家塘)阿弥岭路108号,2003年建成 ,6,7137
林苑,雨花小区,(雨花韶山南路)雨花区韶山南路1号,暂无信息 ,1,7183
桔园小区六片,雨花小区,(雨花雨花亭)新塘冲巷桔园小区6片,暂无信息 ,0,7186
外国语宿舍,雨花小区,"(雨花桂花村)外国语宿舍, 曾家湾巷31号",暂无信息 ,1,7207
白沙啤酒公寓,雨花小区,(雨花雨花亭)新建东路13号,2008年建成 ,0,7241
湘银公寓,雨花小区,(雨花雨花亭)雨花亭桔园湘银巷23号,2003年建成 ,6,7256
白沙苑,雨花小区,(雨花雨花亭)王家冲路160号,2002年建成 ,5,7280
国税五分局桔园宿舍,雨花小区,(雨花雨花亭)白沙路125号,暂无信息 ,1,7287
东进小区,雨花小区,(雨花高桥)怡园街48号,2005年建成 ,3,7312
星城名典,雨花小区,(雨花左家塘)东二环星城名典,暂无信息 ,6,7323
佳园星城,雨花小区,(雨花井湾子)井莲路369号,2005年建成 ,11,7324
茶园坡社区,雨花小区,"(雨花雨花亭)王家冲路附7号, 新建路12号",2006年建成 ,4,7358
四达花苑,雨花小区,(雨花桂花村)王公塘街125号,暂无信息 ,3,7417
交警宿舍,雨花小区,(雨花高桥)人民东路,暂无信息 ,4,7462
建丰公寓,雨花小区,(雨花雨花亭)王家冲路163号,2009年建成 ,1,7465
新城农博公寓,雨花小区,(雨花德思勤)杉木冲东路228号,暂无信息 ,1,7489
桔香苑,雨花小区,(雨花雨花亭)湘银巷21号,2005年建成 ,1,7498
三湘小区,雨花小区,(雨花韶山南路)香樟路115号,2000年建成 ,16,7515
嘉盛阳光山庄,雨花小区,(雨花喜盈门)树木岭路15号,2004年建成 ,0,7624
高桥家电城,雨花小区,(雨花高桥)高桥大市场三街30号,暂无信息 ,2,7624
湘樟园,雨花小区,(雨花韶山南路)香樟路4号,2001年建成 ,11,7639
香樟路电信宿舍,雨花小区,(雨花韶山南路)香樟路88号,1995年建成 ,2,7681
景湾小区西区,雨花小区,(雨花韶山南路)井湾路727号,2007年建成 ,3,7703
华翼府,雨花小区,(雨花韶山南路)韶山南路123号,1990年建成 ,3,7713
长重社区,雨花小区,"(雨花赤岗冲)东二环1段50号, 木岭路126号",2002年建成 ,7,7745
桔园小区三片,雨花小区,(雨花雨花亭)韶山中路641号,1989年建成 ,0,7749
怡景民居,雨花小区,(雨花赤岗冲)茶园坡路57号,2002年建成 ,1,7751
湘粮机械厂宿舍,雨花小区,(雨花左家塘)曙光中路242号,1989年建成 ,2,7771
铁建小区,雨花小区,(雨花赤岗冲)红花坡路139号,1985年建成 ,1,7775
绿荫家园,雨花小区,(雨花井湾子)井圭路67号,2004年建成 ,7,7776
高桥财富大厦,雨花小区,(雨花高桥)万家丽中路416号,2008年建成 ,2,7781
左家塘公安局宿舍,雨花小区,"(雨花左家塘)城南东路51号, 城南东路131号",暂无信息 ,0,7787
湖南省女子监狱宿舍,雨花小区,(雨花喜盈门)香樟路502号,1991年建成 ,1,7788
高桥长建市场,雨花小区,(雨花左家塘)东二环长建市场,暂无信息 ,3,7795
梅苑家园,雨花小区,(雨花喜盈门)井湾路41号,2008年建成 ,2,7804
青年汇,雨花小区,(雨花跳马)汇金路青年汇,暂无信息 ,2,7824
盛德碧瑞庭,雨花小区,(雨花铁道学院)中意路28号,暂无信息 ,0,7825
中江锦城,雨花小区,(雨花高桥)东二环一段364号,2000年建成 ,17,7868
联通瑞丽园,雨花小区,(雨花武广新城)万家丽中路二段439号,暂无信息 ,1,7871
丹桂雅苑,雨花小区,(雨花左家塘)桂花路161号,2000年建成 ,1,7872
鑫天花园,雨花小区,(雨花雨花亭)王家冲路48号,2007年建成 ,7,7883
凤凰商贸城,雨花小区,(雨花左家塘)曙光中路左家塘十字路口,暂无信息 ,4,7909
百脑汇,雨花小区,(雨花桂花村)人民中路538号,暂无信息 ,2,7924
中意花苑,雨花小区,(雨花左家塘)曙光路营山巷50号,1997年建成 ,5,7927
长丰源,雨花小区,(雨花树木岭)雅塘路179号,暂无信息 ,0,7952
桔园小区四片,雨花小区,(雨花雨花亭)韶山中路641号,1989年建成 ,0,7975
广铁6公司,雨花小区,(雨花左家塘)人民中路720号,1996年建成 ,2,7980
市建委宿舍,雨花小区,(雨花桂花村)曙光中路63号,2000年建成 ,1,7982
红星建材交易中心,雨花小区,(雨花井湾子)中意一路364号,1991年建成 ,0,7989
金质嘉苑,雨花小区,(雨花汽车南站)时代阳光大道与万家丽南路交汇处,2007年建成 ,0,8037
赤岗社区,雨花小区,(雨花左家塘)桂花路189号,1997年建成 ,6,8037
桔园小区一片,雨花小区,(雨花雨花亭)韶山中路641号,1989年建成 ,2,8041
雨花区教师村,雨花小区,(雨花树木岭)自然岭路283号,暂无信息 ,2,8047
长远华樟名府,雨花小区,(雨花尚东)万家丽中路217号,1990年建成 ,12,8070
桂花二村,雨花小区,(雨花桂花村)车站南路669号,1992年建成 ,4,8084
信和苑三区,雨花小区,(雨花韶山南路)井圭路80号,2004年建成 ,6,8100
新点苑B区,雨花小区,(雨花韶山南路)井奎路80号,2006年建成 ,1,8101
莲湖汽车饰品城小区,雨花小区,(雨花喜盈门)东二环一段95号,2008年建成 ,7,8102
阿弥岭1片,雨花小区,(雨花桂花村)车站南路565号,1979年建成 ,2,8106
金地社区,雨花小区,(雨花雨花亭)韶山中路583号,2008年建成 ,1,8112
桂竹苑,雨花小区,(雨花赤岗冲)桂花路37号,2005年建成 ,4,8116
景芳苑公寓,雨花小区,(雨花韶山南路)井湾路373号,2005年建成 ,1,8117
桔园小区七片,雨花小区,(雨花雨花亭)韶山中路641号,1989年建成 ,4,8120
湖南中医学院梨子山宿舍楼,雨花小区,(雨花雨花亭)运动巷29号,1999年建成 ,2,8132
双银花园,雨花小区,(雨花左家塘)阿弥岭路56号,2004年建成 ,2,8142
莲湖建材市场,雨花小区,(雨花井湾子)湘府东路330号,2007年建成 ,14,8158
海华锦园,雨花小区,(雨花东塘)劳动中路91号,2001年建成 ,2,8181
长钢社区,雨花小区,(雨花桂花村)港岛路72号,2001年建成 ,0,8184
长城花园,雨花小区,(雨花左家塘)城南东路123号,2003年建成 ,2,8195
恒生碧水龙庭,雨花小区,(雨花汽车南站)万家丽南路一段226号,2012年建成 ,0,8234
鄱阳小区,雨花小区,(雨花汽车南站)汇金路199号,2006年建成 ,19,8237
丰升德润,雨花小区,(雨花喜盈门)圭塘路760号,2013年建成 ,0,8271
路桥社区,雨花小区,(雨花韶山南路)韶山南路239号,1997年建成 ,4,8291
高桥现代商贸城,雨花小区,(雨花高桥)马王堆南路258号,2008年建成 ,7,8306
天心苑,雨花小区,"(雨花铁道学院)中意一路18号, 友谊路1号",2003年建成 ,1,8307
佳天名苑,雨花小区,(雨花汽车南站)高升路88号,2012年建成 ,4,8310
景环小区,雨花小区,(雨花跳马)兴安路126号,2009年建成 ,3,8340
狮子山一片小区,雨花小区,(雨花左家塘)车站南路502号,2004年建成 ,9,8355
紫薇鑫园,雨花小区,(雨花高桥)朝晖路35号,2008年建成 ,1,8378
下民航宿舍,雨花小区,(雨花左家塘)桂花路267号,2001年建成 ,2,8414
香河公寓,雨花小区,(雨花喜盈门)雨花区香樟路600号,暂无信息 ,3,8418
鑫天佳园,雨花小区,(雨花赤岗冲)茶园坡路68号,2004年建成 ,6,8425
湘水郡,雨花小区,(雨花跳马)时代阳光大道与交汇万家丽南路,2014年建成 ,0,8427
红区抽屉,雨花小区,(雨花德思勤)卉园路80号,暂无信息 ,6,8439
天润花园,雨花小区,(雨花桂花村)曙光中路483号,2010年建成 ,0,8442
标准件总厂宿舍,雨花小区,(雨花赤岗冲)红花坡路141号,1994年建成 ,1,8453
鑫天芙蓉,雨花小区,(雨花井湾子)井湾路262号,2005年建成 ,3,8461
几米空间,雨花小区,(雨花赤岗冲)桂花路389号,2004年建成 ,14,8472
桔园小区五片,雨花小区,(雨花雨花亭)桔园路71号,1989年建成 ,1,8485
信和苑一区,雨花小区,(雨花韶山南路)井窐路80号,2004年建成 ,2,8506
友阿宿舍,雨花小区,(雨花桂花村)望麓园街道中山路178号,暂无信息 ,1,8508
