name,pro,address,year,taoshu,price
南郡雅园,天心小区,(天心暮云)中意二路758号,暂无信息 ,0,3821
凯怡茗苑,天心小区,(天心暮云)芙 蓉南路四段1101号（生态动物园以南）,2013年建成 ,0,4985
怡海星城（错误楼盘）,天心小区,(天心暮云)高云路6号,2013年建成 ,0,5220
幸福庄园,天心小区,(天心暮云)芙蓉南路与伊莱克斯大道交汇处东南角,2012年建成 ,0,5265
南郡明珠,天心小区,(天心暮云)中意二路479-39号,2010年建成 ,3,5582
三城花苑,天心小区,(天心暮云)暮云镇北塘村1号,暂无信息 ,2,6262
鑫天山城明珠,天心小区,(天心暮云)南托岭鑫天山城明珠104号,暂无信息 ,2,6280
德泽苑,天心小区,(天心暮云)芙蓉南路158号,2009年建成 ,0,6361
鑫天格林香山,天心小区,(天心暮云)芙蓉南路与伊莱克斯大道交汇处西南角(幸福庄园对面),2015年建成 ,0,6757
百姓建材铝塑市场,天心小区,(天心新开铺)新开铺路133号,2001年建成 ,2,6816
融源及第,天心小区,(天心省政府)书院路579号,2013年建成 ,0,6821
凯富漫城,天心小区,(天心暮云)暮云镇凯富漫城,暂无信息 ,2,6832
长沙铝厂家属区,天心小区,(天心新开铺)新开铺路493号,2000年建成 ,1,6836
友园山庄,天心小区,(天心铁道学院)青园路562号,暂无信息 ,0,6928
东电社区,天心小区,(天心书院路)向东南路86号,2005年建成 ,1,6965
和美星城,天心小区,(天心暮云)芙蓉南路四段977号,暂无信息 ,0,7029
山水印象,天心小区,(天心暮云)芙蓉南路四段1111号（长沙生态动物园旁）,暂无信息 ,6,7171
黑金时代广场,天心小区,(天心暮云)天心区芙蓉南路与万家丽路交汇处东南角（西湖村公交站附近）,2013年建成 ,0,7305
广厦新村,天心小区,(天心南郊公园)书院南路189号,2001年建成 ,19,7339
永宏阁,天心小区,(天心书院路)南湖路122号,暂无信息 ,0,7357
中信凯旋蓝岸,天心小区,(天心暮云)韶山南路与芙蓉路交汇处东南角（中信新城公交站附近）,2013年建成 ,0,7400
东瓜山一村,天心小区,(天心书院路)湖南省长沙市天心区东瓜山一条巷246号,暂无信息 ,0,7433
静谧园,天心小区,(天心金盆岭)芙蓉南路,1999年建成 ,2,7517
新天小区,天心小区,(天心新开铺)新开铺路152号,1998年建成 ,7,7604
金三角花园,天心小区,(天心铁道学院)韶山南路558号,2010年建成 ,1,7616
湘银嘉园,天心小区,(天心金盆岭)赤岭路82号,暂无信息 ,1,7683
天和家园,天心小区,(天心暮云)芙蓉南路二段169号,2005年建成 ,0,7762
白沙花园,天心小区,(天心金盆岭)赤岭路白沙花园,1999年建成 ,5,7763
兰景花园,天心小区,(天心铁道学院)韶山南路684号,1996年建成 ,5,7766
长征花园,天心小区,(天心黄土岭) 书院南路646号,暂无信息 ,1,7774
华丽家族,天心小区,(天心南郊公园)书院南路215号,暂无信息 ,2,7790
五矿紫湖香醍,天心小区,(天心暮云)芙 蓉南路与万 家丽路交汇处东南角,2012年建成 ,2,7803
南苑花园,天心小区,(天心铁道学院)青园路282号,2005年建成 ,4,7808
裕南大厦,天心小区,(天心黄土岭)书院南路728号,暂无信息 ,0,7836
仁和家园,天心小区,(天心新开铺)芙蓉南路168号,2002年建成 ,7,7899
森宇佳园,天心小区,(天心书院路)南湖路406号,2004年建成 ,1,7924
五矿格澜郡,天心小区,(天心暮云)万家丽路与芙 蓉南路路交汇处以东,2016年建成 ,0,7974
古堆山小区,天心小区,(天心黄土岭)沙湖街109号,暂无信息 ,1,7982
盛世康城,天心小区,(天心新开铺)新开铺路122号,2007年建成 ,4,8039
青园花都,天心小区,(天心铁道学院)友谊路318号,2006年建成 ,2,8071
丽江翠园,天心小区,(天心新开铺)新开铺下新市街51号,2006年建成 ,9,8076
富绿新村,天心小区,(天心南郊公园)新开铺路211号,2002年建成 ,11,8078
标志商务中心,天心小区,(天心湘府路)湘府中路198号,2009年建成 ,12,8128
华银南苑,天心小区,(天心铁道学院)韶山中路746号,2008年建成 ,1,8176
远能锦座,天心小区,(天心黄土岭)书院南路306号,暂无信息 ,0,8203
天龙花园,天心小区,(天心黄土岭)南湖路147号,暂无信息 ,2,8313
南园小区,天心小区,(天心铁道学院)韶山南路248号,2002年建成 ,9,8343
荷花村,天心小区,(天心铁道学院)韶山南路22号,2002年建成 ,1,8415
万鑫嘉园,天心小区,(天心暮云)新梅路万鑫嘉园,暂无信息 ,3,8420
怡和山庄,天心小区,(天心省政府)大托镇怡和山庄,暂无信息 ,1,8443
花漾年华,天心小区,(天心省政府)新姚南路200号,2012年建成 ,17,8462
恒盛佳苑,天心小区,(天心铁道学院)韶山南路120号,2008年建成 ,3,8485
天翔新新家园,天心小区,(天心新开铺)新开铺路18号,2006年建成 ,6,8526
盛湘家园,天心小区,(天心省政府)石人冲天心生态新城,暂无信息 ,0,8610
富绿山庄,天心小区,(天心铁道学院)韶山南路576号,2001年建成 ,2,8632
