name,pro,address,year,taoshu,price
博雅湘水湾,芙蓉小区,(芙蓉汽车东站)盼盼路758号,2011年建成 ,1,4518
马王堆陶瓷城新合区,芙蓉小区,(芙蓉马王堆)纬二路332号,暂无信息 ,0,5734
银盘鑫城,芙蓉小区,(芙蓉月湖)时中南路77号,2011年建成 ,0,5741
芙蓉苑丁区,芙蓉小区,(芙蓉晚报)火炬中路362号,2006年建成 ,0,5984
芙蓉苑丙区,芙蓉小区,(芙蓉晚报)火炬中路362号,2006年建成 ,0,7053
泰时新雅园,芙蓉小区,(芙蓉晚报)湘湖路8号,2001年建成 ,0,7157
才子佳郡,芙蓉小区,(芙蓉汽车东站)星沙大道9号,2014年建成 ,0,7287
恒达花园北苑,芙蓉小区,(芙蓉德政园)杨家山立交桥北恒达路62号,1998年建成 ,0,7400
民基大楼,芙蓉小区,(芙蓉火车站)人民中路575号,2006年建成 ,2,7477
通发公寓,芙蓉小区,(芙蓉火车站)人民中路481号,暂无信息 ,2,7516
马王堆商贸城,芙蓉小区,(芙蓉马王堆)八一东路师家老屋一号,暂无信息 ,2,7544
锦绣中星,芙蓉小区,(芙蓉马王堆)长嘉路锦绣中星,暂无信息 ,2,7623
马王堆陶瓷建材新城,芙蓉小区,(芙蓉马王堆)凌霄路马王堆陶瓷建材新城,暂无信息 ,4,7632
安泰新村,芙蓉小区,(芙蓉马王堆)德政街300号,2000年建成 ,3,7645
泰禹公馆,芙蓉小区,(芙蓉马王堆)远大一路575号,暂无信息 ,2,7986
鑫天大厦,芙蓉小区,(芙蓉浏城桥)韶山北路86号,1999年建成 ,0,7991
中星苑,芙蓉小区,(芙蓉马王堆)嘉雨路255号,2000年建成 ,0,8065
天心丽城,芙蓉小区,(芙蓉德政园)人民东路天心丽城,暂无信息 ,1,8120
苹果社区,芙蓉小区,(芙蓉汽车东站)新安路10号,2010年建成 ,4,8162
东方摩卡,芙蓉小区,(芙蓉马王堆)远大一路348号,2012年建成 ,2,8183
都市先锋,芙蓉小区,(芙蓉晚报)车站北路168号,2003年建成 ,1,8213
东门尚苑,芙蓉小区,(芙蓉汽车东站)星沙大道2号,2008年建成 ,6,8214
德政园怡心苑,芙蓉小区,(芙蓉德政园)人民东路67号,2001年建成 ,4,8278
金湘北苑,芙蓉小区,(芙蓉马王堆)远大一路附687号,2003年建成 ,1,8296
东方之珠,芙蓉小区,(芙蓉德政园)东二环一段872,暂无信息 ,5,8362
德政园聚心苑,芙蓉小区,(芙蓉德政园)德政街27号,2001年建成 ,4,8389
恒达畅春园,芙蓉小区,(芙蓉德政园)恒达路62号,2002年建成 ,1,8410
长沙市教育局直属教师二村,芙蓉小区,(芙蓉德政园)德政街168号,暂无信息 ,3,8445
维一星城国际,芙蓉小区,(芙蓉浏城桥)韶山北路39号?,2004年建成 ,2,8459
东岸锦城B区,芙蓉小区,(芙蓉汽车东站)远大路张公岭长星路165号,2008年建成 ,2,8616
时速风标,芙蓉小区,(芙蓉晚报)晚报大道240号,2004年建成 ,0,8660
中扬华苑,芙蓉小区,(芙蓉马王堆)东荷街中扬华苑,暂无信息 ,0,8670
五一东村,芙蓉小区,(芙蓉火车站)朝阳街168号,暂无信息 ,5,8675
长沙市邮政局宿舍J区,芙蓉小区,(芙蓉马王堆)龙柏路50号,1989年建成 ,1,8681
华瑞大厦,芙蓉小区,(芙蓉火车站)解放东路38号,暂无信息 ,1,8699
东岸锦城C区,芙蓉小区,(芙蓉汽车东站)长星路165号,2008年建成 ,3,8721
